ipl,4436,50,2000,4000,0,3,6
ipl,4443,50,2000,8000,8,3,6
ipl,4445,50,2000,8000,8,1,6
ipl,4446,50,2000,16000,24,1,6
ipl,4460,50,2000,16000,24,1,6
ipl,4480,50,8000,16000,48,1,10
magnuson,m8030,100,1000,8000,0,2,6
magnuson,m8031,100,1000,8000,24,2,6
magnuson,m8032,100,1000,8000,24,3,6
magnuson,m8042,50,2000,16000,12,3,16
magnuson,m8043,50,2000,16000,24,6,16
magnuson,m8044,50,2000,16000,24,6,16
microdata,seq.ms3200,150,512,4000,0,8,128
nas,as3000,115,2000,8000,16,1,3
nas,as3000n,115,2000,4000,2,1,5
nas,as5000,92,2000,8000,32,1,6
nas,as5000e,92,2000,8000,32,1,6
nas,as5000n,92,2000,8000,4,1,6
nas,as6130,75,4000,16000,16,1,6
nas,as6150,60,4000,16000,32,1,6
nas,as6620,60,2000,16000,64,5,8
nas,as6630,60,4000,16000,64,5,8
nas,as6650,50,4000,16000,64,5,10
nas,as7000,72,4000,16000,64,8,16
nas,as7000n,72,2000,8000,16,6,8
nas,as8040,40,8000,16000,32,8,16
nas,as8050,40,8000,32000,64,8,24
nas,as8060,35,8000,32000,64,8,24
nas,as9000dpc,38,16000,32000,128,16,32
nas,as9000n,48,4000,24000,32,8,24
nas,as9040,38,8000,32000,64,8,24
nas,as9060,30,16000,32000,256,16,24
ncr,v8535ii,112,1000,1000,0,1,4
ncr,v8545ii,84,1000,2000,0,1,6
ncr,v8555ii,56,1000,4000,0,1,6
ncr,v8565ii,56,2000,6000,0,1,8
ncr,v8565iie,56,2000,8000,0,1,8
ncr,v8575ii,56,4000,8000,0,1,8
ncr,v8585ii,56,4000,12000,0,1,8
ncr,v8595ii,56,4000,16000,0,1,8
ncr,v8635,38,4000,8000,32,16,32
ncr,v8650,38,4000,8000,32,16,32
ncr,v8655,38,8000,16000,64,4,8
ncr,v8665,38,8000,24000,160,4,8
ncr,v8670,38,4000,16000,128,16,32
nixdorf,889030,200,1000,2000,0,1,2
nixdorf,889050,200,1000,4000,0,1,4
nixdorf,889070,200,2000,8000,64,1,5
perkinelmer,3205,250,512,4000,0,1,7
perkinelmer,3210,250,512,4000,0,4,7
perkinelmer,3230,250,1000,16000,1,1,8
prime,502250,160,512,4000,2,1,5
prime,50250ii,160,512,2000,2,3,8
prime,50550ii,160,1000,4000,8,1,14
prime,50750ii,160,1000,8000,16,1,14
prime,50850ii,160,2000,8000,32,1,13
siemens,7.521,240,512,1000,8,1,3
siemens,7.531,240,512,2000,8,1,5
siemens,7.536,105,2000,4000,8,3,8
siemens,7.541,105,2000,6000,16,6,16
siemens,7.551,105,2000,8000,16,4,14
siemens,7.561,52,4000,16000,32,4,12
siemens,7.8652,70,4000,12000,8,6,8
siemens,7.8702,59,4000,12000,32,6,12
siemens,7.8722,59,8000,16000,64,12,24
siemens,7.8752,26,8000,24000,32,8,16
siemens,7.8802,26,8000,32000,64,12,16
siemens,7.8812,26,8000,32000,128,24,32
sperry,110061h1,116,2000,8000,32,5,28
sperry,110081,50,2000,32000,24,6,26
sperry,110082,50,2000,32000,48,26,52
sperry,110083,50,2000,32000,112,52,104
sperry,110084,50,4000,32000,112,52,104
sperry,110093,30,8000,64000,96,12,176
sperry,110094,30,8000,64000,128,12,176
sperry,803,180,262,4000,0,1,3
sperry,804,180,512,4000,0,1,3
sperry,805,180,262,4000,0,1,3
sperry,806,180,512,4000,0,1,3
sperry,808,124,1000,8000,0,1,8
sperry,9080model3,98,1000,8000,32,2,8
sratus,32,125,2000,8000,0,2,14
wang,vs100,480,512,8000,32,0,0
wang,vs90,480,1000,4000,0,0,0
